fecha,especie,LST_Day,LST_Night,LST,mes
2020-08-28,estepa,10.462515903307914,-2.624192111959262,3.9191618956743257,8
2020-08-28,pino,7.935215146299515,-1.8307538726333603,3.0522306368330776,8
2020-09-05,estepa,11.957420483460591,-1.0778848600508606,5.439767811704866,9
2020-09-05,pino,9.54269191049917,-0.8163201376936032,4.363185886402784,9
2020-09-13,estepa,16.496256361323184,-1.3609605597964112,7.567647900763387,9
2020-09-13,pino,12.391748709122236,-0.5208709122202826,5.935438898450977,9
2020-09-21,estepa,22.040709287531836,0.23420165394404985,11.137455470737944,9
2020-09-21,pino,16.935428571428602,1.6972495697074317,9.316339070568016,9
2020-09-29,estepa,18.54992366412216,-2.659780534351116,7.945071564885523,9
2020-09-29,pino,13.371714285714319,-2.2249707401032426,5.5733717728055385,9
2020-10-07,estepa,25.96140585241733,2.5008110687023226,14.231108460559826,10
2020-10-07,pino,20.951129087779723,2.725129087779726,11.838129087779725,10
2020-10-15,estepa,30.15775127226466,3.5237500000000286,16.840750636132345,10
2020-10-15,pino,24.496065404475075,5.174895008605883,14.83548020654048,10
2020-10-23,estepa,28.92262086513997,1.8242589058524414,15.373439885496206,10
2020-10-23,pino,22.470289156626535,2.5897590361446086,12.530024096385572,10
2020-10-31,estepa,34.47560750636135,5.582938931297738,20.029273218829545,10
2020-10-31,pino,27.089521514629993,6.831717728055108,16.960619621342552,10
2020-11-08,estepa,31.90611323155219,5.840750636132343,18.873431933842266,11
2020-11-08,pino,25.03753528399315,6.536382099827913,15.786958691910531,11
2020-11-16,estepa,33.028187022900795,7.14079198473285,20.084489503816823,11
2020-11-16,pino,26.944230636833083,7.837390705679889,17.390810671256485,11
2020-11-24,estepa,30.785187659033106,5.009767811704865,17.897477735368987,11
2020-11-24,pino,24.778020654044788,5.0069018932874645,14.892461273666125,11
2020-12-02,estepa,35.75736005089061,6.793196564885523,21.275278307888065,12
2020-12-02,pino,29.034574870912255,7.599676419965611,18.317125645438935,12
2020-12-10,estepa,32.26501908396949,4.318177480916062,18.291598282442777,12
2020-12-10,pino,24.84805851979349,4.365452667814144,14.606755593803816,12
2020-12-18,estepa,35.39689885496185,7.2180311704834885,21.307465012722666,12
2020-12-18,pino,28.451111876075764,7.478781411359754,17.96494664371776,12
2020-12-26,estepa,36.11192430025448,8.611720737913515,22.361822519083997,12
2020-12-26,pino,30.42535972461277,9.112258175559415,19.76880895008609,12
2021-01-01,estepa,37.94945928753184,9.176822519083995,23.563140903307918,1
2021-01-01,pino,30.923256454389005,9.619862306368361,20.271559380378683,1
2021-01-09,estepa,30.826269083969493,5.468492366412237,18.147380725190864,1
2021-01-09,pino,23.95091910499142,5.518175559380406,14.734547332185914,1
2021-01-17,estepa,42.32827608142497,12.56327290076339,27.445774491094177,1
2021-01-17,pino,34.996113597246165,13.21168674698798,24.103900172117072,1
