system:index,LST_Day,LST_Night,especie,fecha,satelite,.geo
1_1_1_2024_03_13,20.188395869191083,3.683721170395894,pino,2024-03-13,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_03_21,24.491418244406237,5.668581755593839,pino,2024-03-21,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_03_29,19.040258175559405,3.2703235800344577,pino,2024-03-29,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_04_06,16.735177280550808,1.9625645438898762,pino,2024-04-06,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_04_14,13.953235800344268,3.1927125645439145,pino,2024-04-14,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_04_22,9.907741824440645,-0.04989672977622101,pino,2024-04-22,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_04_30,4.619021657953728,-4.39439931153182,pino,2024-04-30,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_05_08,4.937682584269699,-4.8260757314973945,pino,2024-05-08,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_05_16,6.3065680905440225,-2.61743545611013,pino,2024-05-16,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_05_24,4.827351819757399,0.15293539325845895,pino,2024-05-24,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_06_01,5.052457831325335,0.9150464716007177,pino,2024-06-01,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_06_09,7.101754122938561,-0.21903958691907488,pino,2024-06-09,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_06_17,0.20993115318418856,-6.131067125645412,pino,2024-06-17,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_06_25,2.317814149947233,-3.9436316695352542,pino,2024-06-25,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_07_03,1.7280722891566587,-7.209414802065375,pino,2024-07-03,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_07_11,5.192499139414843,-3.630481927710817,pino,2024-07-11,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_07_19,5.641993115318446,-1.8100068846815527,pino,2024-07-19,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_07_27,3.7600516351119,-4.893063683304623,pino,2024-07-27,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_08_04,5.379280550774552,-8.168685025817535,pino,2024-08-04,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_08_12,8.336967297762511,-2.0565060240963575,pino,2024-08-12,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_08_20,8.197077452667846,-4.278647160068822,pino,2024-08-20,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_08_28,12.474144578313282,-1.288960413080865,pino,2024-08-28,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_09_05,11.304402753872669,-1.529387263339044,pino,2024-09-05,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_09_13,11.581256454389012,-0.5036867469879235,pino,2024-09-13,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_09_21,9.969538726333932,-2.7423580034423045,pino,2024-09-21,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_09_29,14.817215146299512,-1.854647160068824,pino,2024-09-29,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_10_07,20.803170395869234,3.1543166953528727,pino,2024-10-07,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_10_15,21.750784853700548,2.886881239242709,pino,2024-10-15,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_10_23,27.00498106712567,4.697669535284027,pino,2024-10-23,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_10_31,24.16600688468161,2.9076179001721467,pino,2024-10-31,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_11_08,18.777862306368366,2.1776695352840276,pino,2024-11-08,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_11_16,25.44043717728059,4.2719896729776545,pino,2024-11-16,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_11_24,23.834323580034454,3.223790017211738,pino,2024-11-24,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_12_02,27.66010671256457,2.2640860585198186,pino,2024-12-02,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_12_10,31.046220309810707,6.956478485370088,pino,2024-12-10,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_12_18,33.009834767642026,6.9151222030981385,pino,2024-12-18,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2024_12_26,34.527845094664414,11.728285714285752,pino,2024-12-26,Aqua,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_01_01,28.0104750430293,12.137270223752179,pino,2020-01-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_01_09,23.942261617900208,8.292437177280586,pino,2020-01-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_01_17,30.302660929432058,13.917511187607603,pino,2020-01-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_01_25,25.080079173838243,10.206371772805541,pino,2020-01-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_02_02,25.062784853700546,9.328588640275422,pino,2020-02-02,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_02_10,23.203473321858898,10.05610671256457,pino,2020-02-10,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_02_18,22.278612736660964,9.069552495697113,pino,2020-02-18,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_02_26,26.732857142857178,12.931314974182477,pino,2020-02-26,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_03_05,21.4572220309811,10.10102237521518,pino,2020-03-05,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_03_13,19.221772805507783,7.1815111876076,pino,2020-03-13,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_03_21,19.742509466437202,9.16069191049917,pino,2020-03-21,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_03_29,16.56504991394151,5.9047676419965835,pino,2020-03-29,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_04_06,14.560354561101587,4.111851979345988,pino,2020-04-06,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_04_14,11.240030981067157,4.965000000000026,pino,2020-04-14,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_04_22,10.138571428571451,3.5156316695353156,pino,2020-04-22,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_04_30,9.857697074010366,2.1529810671256677,pino,2020-04-30,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_05_08,5.499184165232387,0.47273523809526646,pino,2020-05-08,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_05_16,8.256409638554246,3.7801411359724857,pino,2020-05-16,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_05_24,7.400540447504327,3.4491669535284304,pino,2020-05-24,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_06_01,3.7336282271945263,0.14481583476766474,pino,2020-06-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_06_09,1.098344234079197,-1.517999999999969,pino,2020-06-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_06_17,-0.5682375215145999,-2.436864027538702,pino,2020-06-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_06_25,-2.0212508686587625,-6.4061927710843,pino,2020-06-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_07_03,-2.725731497418219,-5.46661962134249,pino,2020-07-03,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_07_11,-1.3614767641996324,-3.7553356282271717,pino,2020-07-11,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_07_19,-2.7841273666092725,-9.460065404475017,pino,2020-07-19,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_07_27,0.8042512908778218,-3.064492254733195,pino,2020-07-27,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_08_04,1.1818416523236044,-1.1842994836488534,pino,2020-08-04,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_08_12,0.5077211703958987,-4.561311531841623,pino,2020-08-12,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_08_20,5.830860585197966,-0.44292254733215736,pino,2020-08-20,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_08_28,5.201497418244442,-1.8982340791738077,pino,2020-08-28,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_09_05,7.112512908778001,-0.6399896729775952,pino,2020-09-05,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_09_13,10.19739414802069,-0.27802753872631103,pino,2020-09-13,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_09_21,13.996567986230668,1.9593700516351371,pino,2020-09-21,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_09_29,11.424444061962172,-2.5791084337349104,pino,2020-09-29,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_10_07,19.026929432013805,3.393111876075771,pino,2020-10-07,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_10_15,22.596912220309832,5.829043029259929,pino,2020-10-15,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_10_23,20.482488812392457,3.142406196213453,pino,2020-10-23,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_10_31,25.197194492254773,7.672347676419998,pino,2020-10-31,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_11_08,23.48663339070571,6.9623235800344485,pino,2020-11-08,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_11_16,25.87736660929436,8.795542168674727,pino,2020-11-16,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_11_24,23.621146299483687,5.802537005163539,pino,2020-11-24,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_12_02,26.35152839931156,8.348388984509498,pino,2020-12-02,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_12_10,23.008616179001752,4.822261617900201,pino,2020-12-10,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_12_18,26.216912220309837,8.503335628227218,pino,2020-12-18,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2020_12_26,26.21011015490537,9.807259896729818,pino,2020-12-26,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_01_01,28.34927710843376,10.148774526678173,pino,2021-01-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_01_09,20.373848537005195,6.364588640275418,pino,2021-01-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_01_17,31.726227194492292,14.303094664371798,pino,2021-01-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_01_25,25.991400587659193,8.189889845094696,pino,2021-01-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_02_02,28.66843717728059,13.935962134251316,pino,2021-02-02,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_02_10,25.763728055077483,13.09286402753875,pino,2021-02-10,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_02_18,23.281786574870946,9.003645438898486,pino,2021-02-18,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_02_26,26.70194492254736,14.025201376936348,pino,2021-02-26,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_03_06,25.11647160068849,10.351294320137727,pino,2021-03-06,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_03_14,23.433580034423443,7.403893287435486,pino,2021-03-14,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_03_22,22.866860585197966,6.485160068846848,pino,2021-03-22,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_03_30,22.18791394148024,8.309428571428603,pino,2021-03-30,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_04_07,17.70496041308093,5.069462994836519,pino,2021-04-07,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_04_15,15.369951807228945,5.344223752151497,pino,2021-04-15,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_04_23,13.397841652323605,3.0588605851979636,pino,2021-04-23,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_05_01,6.933187607573181,0.13609982788299477,pino,2021-05-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_05_09,8.72052667814117,0.42206884681585727,pino,2021-05-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_05_17,5.047810671256487,0.671074010327045,pino,2021-05-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_05_25,5.600884681583512,0.5875490533563105,pino,2021-05-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_06_02,2.885444404462058,0.25590705679865433,pino,2021-06-02,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_06_10,1.3861239242685406,-2.779700516351085,pino,2021-06-10,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_06_18,1.0488089500860849,-2.3010705596106793,pino,2021-06-18,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_06_26,1.9228881239242996,-1.1614329738058256,pino,2021-06-26,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_07_04,4.768216867469912,0.483287435456141,pino,2021-07-04,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_07_12,1.056382099827905,-2.7132013769362895,pino,2021-07-12,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_07_20,3.467555938037891,-4.420182223875019,pino,2021-07-20,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_07_28,7.105655765920855,0.16018244406199306,pino,2021-07-28,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_08_05,6.319982788296071,-1.708299483648851,pino,2021-08-05,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_08_13,4.284664371772833,-0.5550051635111657,pino,2021-08-13,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_08_21,-2.5544268502581526,-5.114502581755567,pino,2021-08-21,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_08_29,7.665036144578341,0.6994457831325546,pino,2021-08-29,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_09_06,8.665132530120516,0.2962925989673249,pino,2021-09-06,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_09_14,12.809538726333948,0.1170705679862601,pino,2021-09-14,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_09_22,17.56266781411363,2.517621342512939,pino,2021-09-22,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_09_30,15.637965576592116,-1.2675077452667545,pino,2021-09-30,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_10_08,24.257807228915695,3.9034870912220563,pino,2021-10-08,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_10_16,23.33914285714289,4.35748364888127,pino,2021-10-16,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_10_24,26.4126024096386,5.620574870912241,pino,2021-10-24,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_11_01,26.6673907056799,4.861924268502602,pino,2021-11-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_11_09,23.606633390705706,4.434440619621377,pino,2021-11-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_11_17,31.28675043029263,8.258688468158379,pino,2021-11-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_11_25,28.427989672977656,5.860037865748738,pino,2021-11-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_12_03,34.37835800344238,11.506784853700545,pino,2021-12-03,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_12_11,31.110833046471633,6.855638554216906,pino,2021-12-11,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_12_19,35.80823752151466,12.406447504302957,pino,2021-12-19,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2021_12_27,32.39391738382104,9.981091222031006,pino,2021-12-27,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_01_01,30.834151462994864,11.557965576592112,pino,2022-01-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_01_09,32.141641996557695,12.344925989673008,pino,2022-01-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_01_17,23.958034423407945,5.486675481677402,pino,2022-01-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_01_25,29.44975215146303,11.749497418244438,pino,2022-01-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_02_02,29.5157211703959,11.916127366609329,pino,2022-02-02,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_02_10,28.939390705679898,11.199562822719477,pino,2022-02-10,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_02_18,24.317958691910523,8.531266781411396,pino,2022-02-18,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_02_26,19.975831325301247,7.484767641996588,pino,2022-02-26,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_03_06,19.563397590361475,7.295018932874391,pino,2022-03-06,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_03_14,21.459473321858898,8.637531841652352,pino,2022-03-14,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_03_22,16.134392426850297,5.022956970740132,pino,2022-03-22,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_03_30,13.18781067125648,2.209938037865778,pino,2022-03-30,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_04_07,12.988478485370086,3.6036798623064055,pino,2022-04-07,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_04_15,14.599211703958725,5.087349397590398,pino,2022-04-15,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_04_23,4.718942807625683,-1.5856939990838013,pino,2022-04-23,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_05_01,6.5829205607476995,2.7131394148020913,pino,2022-05-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_05_09,6.0999827882960735,0.6654285714286035,pino,2022-05-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_05_17,4.668161790017243,-1.1881726979576976,pino,2022-05-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_05_25,-1.3603237674760593,-6.111741824440595,pino,2022-05-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_06_02,1.845256807997271,-4.449373493975879,pino,2022-06-02,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_06_10,2.6638588640275653,-0.6446781411359436,pino,2022-06-10,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_06_18,-1.2041755593803467,-4.477820998278813,pino,2022-06-18,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_06_26,-1.8401273666092717,-4.69850946643715,pino,2022-06-26,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_07_04,-3.4074457831325033,-5.778647160068828,pino,2022-07-04,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_07_12,-3.943569707401011,-7.1302409638554,pino,2022-07-12,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_07_20,1.6092213740458354,-1.4899360341151169,pino,2022-07-20,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_07_28,0.14676419965579426,-3.214165232357978,pino,2022-07-28,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_08_05,-2.31431001890357,-3.138571428571398,pino,2022-08-05,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_08_13,1.7380486956522019,-3.6651669535283755,pino,2022-08-13,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_08_21,4.186729776247875,-1.2805197934595274,pino,2022-08-21,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_08_29,7.660416523235832,-0.5383029259896442,pino,2022-08-29,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_09_06,9.296795180722913,-0.21712564543887156,pino,2022-09-06,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_09_14,6.680089374379371,-1.1550675310642695,pino,2022-09-14,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_09_22,13.246984509466465,0.8960929432014096,pino,2022-09-22,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_09_30,15.668182444062001,2.134144578313283,pino,2022-09-30,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_10_08,11.648891566265089,0.1016075731497745,pino,2022-10-08,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_10_16,,,pino,2022-10-16,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_10_24,17.832099827882985,0.7308674698795489,pino,2022-10-24,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_11_01,27.58462994836492,8.568395869191088,pino,2022-11-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_11_09,23.08027194492258,6.2866609294320375,pino,2022-11-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_11_17,26.351418244406226,6.406406196213455,pino,2022-11-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_11_25,29.35176247848541,9.484189328743582,pino,2022-11-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_12_03,23.70962134251293,7.768788296041331,pino,2022-12-03,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_12_11,26.670798623063718,8.545703958691938,pino,2022-12-11,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_12_19,27.95459896729778,9.535920826161822,pino,2022-12-19,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2022_12_27,28.61415146299486,9.29720826161793,pino,2022-12-27,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_01_01,30.847576592082657,11.641986230636867,pino,2023-01-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_01_09,27.34180722891569,9.35597590361449,pino,2023-01-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_01_17,30.206495697074036,11.954771084337379,pino,2023-01-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_01_25,28.20049913941483,10.5878450946644,pino,2023-01-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_02_02,30.74873321858867,15.091259896729808,pino,2023-02-02,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_02_10,23.293091222031023,8.794977624784885,pino,2023-02-10,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_02_18,24.95091566265064,10.391734939759074,pino,2023-02-18,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_02_26,23.622537005163544,10.826440619621371,pino,2023-02-26,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_03_06,21.223266781411397,11.494805507745296,pino,2023-03-06,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_03_14,21.483851979345992,8.323555938037897,pino,2023-03-14,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_03_22,20.49653356282276,9.378468158347712,pino,2023-03-22,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_03_30,15.05962478485374,4.946289156626532,pino,2023-03-30,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_04_07,13.322578313253047,4.761428571428598,pino,2023-04-07,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_04_15,11.95077796901897,4.064987951807262,pino,2023-04-15,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_04_23,12.263755593803825,5.034647160068882,pino,2023-04-23,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_05_01,7.394385542168704,1.5692013769363513,pino,2023-05-01,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_05_09,9.748471600688493,2.9956110154905606,pino,2023-05-09,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_05_17,4.664464716006916,0.18449225473325076,pino,2023-05-17,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_05_25,2.8056359727696494,1.0540737636211515,pino,2023-05-25,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_06_02,1.7287570621469173,0.295080895008639,pino,2023-06-02,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_2023_06_10,-1.3864956970739764,-5.2455249569707165,pino,2023-06-10,Terra,"{""type"":""MultiPoint"",""coordinates"":[]}"
