fecha,estepa,pino,mes,delta
2020-08-13,9.33317648837651,6.228065919133261,8,3.1051105692432497
2020-08-14,3.5874314117508215,1.619142518771579,8,1.9682888929792424
2020-08-15,-0.7224425183919099,-1.641352931092615,8,0.9189104127007051
2020-08-16,-2.829999999999984,0.2634199134199317,8,-3.0934199134199156
2020-08-17,5.420744274809191,3.83759652173916,8,1.5831477530700315
2020-08-18,3.0965829959514366,1.4520008406893938,8,1.6445821552620428
2020-08-19,4.313736982650328,1.9114296902578896,8,2.4023072923924382
2020-08-20,9.863367267411519,8.850110239866472,8,1.0132570275450465
2020-08-21,5.6221134842206215,5.80063888888892,8,-0.17852540466829847
2020-08-22,8.447875318066195,7.217132530120506,8,1.2307427879456894
2020-08-23,10.007132573485336,9.292464346834024,8,0.7146682266513125
2020-08-24,9.303511450381713,7.226862310815826,8,2.0766491395658866
2020-08-25,,,8,
2020-08-26,6.440330138445183,2.922836034068151,8,3.5174941043770316
2020-08-27,6.8327676767677215,4.063950073421475,8,2.768817603346246
2020-08-28,4.984645030425989,3.747834394904492,8,1.2368106355214974
2020-08-29,3.968967687788534,1.2847056798623366,8,2.684262007926197
2020-08-30,6.560680661577636,4.222006884681615,8,2.3386737768960213
2020-08-31,10.428880407124712,7.5213053179620974,8,2.9075750891626146
2020-09-01,11.076058445264723,9.593580034423443,9,1.4824784108412796
2020-09-02,10.09194764397908,9.099349670122557,9,0.9925979738565225
2020-09-03,11.791236240474209,5.1371957802950465,9,6.6540404601791625
2020-09-04,9.547941787941824,5.94651272384545,9,3.601429064096374
2020-09-05,10.938906563675586,8.482661143284306,9,2.45624542039128
2020-09-06,13.985539763488461,11.491641441347177,9,2.493898322141284
2020-09-07,14.754807713802949,10.72406080472502,9,4.030746909077928
2020-09-08,9.958328716528197,7.774294215293503,9,2.1840345012346933
2020-09-09,9.33233227959259,5.793868217054294,9,3.5384640625382957
2020-09-10,7.728625377643524,7.393090909090933,9,0.3355344685525905
2020-09-11,9.494736839884306,6.693924127393798,9,2.800812712490508
2020-09-12,7.722353632082987,6.2267498372897965,9,1.4956037947931904
2020-09-13,11.409426303243595,7.9204381332804985,9,3.488988169963097
2020-09-14,20.146187010656263,14.615224403716581,9,5.530962606939681
2020-09-15,10.870392335766445,9.548564964447342,9,1.3218273713191024
2020-09-16,13.437817258883282,7.967159457714695,9,5.470657801168587
2020-09-17,13.787062301260894,12.913688783232491,9,0.8733735180284032
2020-09-18,14.754238926663668,10.310460669240697,9,4.44377825742297
2020-09-19,19.080018119097662,14.995032450070658,9,4.084985669027004
2020-09-20,21.50032803065336,16.264279277268805,9,5.236048753384555
2020-09-21,19.335545964912747,14.173859029096104,9,5.161686935816643
2020-09-22,18.461404548568794,14.792945230273638,9,3.668459318295156
2020-09-23,23.781112874471685,17.112636779076603,9,6.668476095395082
2020-09-24,24.536956106870257,20.8080061044177,9,3.7289500024525566
2020-09-25,25.65120658675955,19.526948735062852,9,6.124257851696697
2020-09-26,22.44674636174639,18.394165881244135,9,4.052580480502254
2020-09-27,21.76347826086959,15.654180151638416,9,6.109298109231174
2020-09-28,20.16789719255371,16.436317717663954,9,3.731579474889756
2020-09-29,13.84495875343724,12.116090142909528,9,1.7288686105277122
2020-09-30,12.150783333333369,6.389695767195793,9,5.761087566137576
2020-10-01,9.163297413793131,4.560572082379899,10,4.602725331413232
2020-10-02,8.823929648241236,5.407215475409857,10,3.4167141728313792
2020-10-03,14.434023159116204,9.447573420993184,10,4.986449738123021
2020-10-04,19.914210996878257,13.454743776768579,10,6.459467220109678
2020-10-05,21.820139949109446,17.541153434539744,10,4.278986514569702
2020-10-06,18.771542664870708,13.165145223464783,10,5.6063974414059246
2020-10-07,13.76851709901469,9.121323032933738,10,4.647194066080953
2020-10-08,16.75244689889553,10.902651778348115,10,5.849795120547416
2020-10-09,26.097500737833137,20.157497514106616,10,5.940003223726521
2020-10-10,17.603760606631838,14.453341381225972,10,3.150419225405866
2020-10-11,29.1706297709924,21.792261617900202,10,7.378368153092197
2020-10-12,28.89117366412216,24.40728399311535,10,4.483889671006811
2020-10-13,28.642895209800447,23.782940585992726,10,4.85995462380772
2020-10-14,30.751873409669237,24.81564888123928,10,5.936224528429957
2020-10-15,32.40042620865143,26.610110154905364,10,5.790316053746068
2020-10-16,34.12774809160308,28.0338037865749,10,6.093944305028181
2020-10-17,27.780995547073815,24.17728494038463,10,3.6037106066891837
2020-10-18,25.03759281423521,20.375639958013256,10,4.661952856221955
2020-10-19,21.640045611855562,17.98027322471051,10,3.659772387145054
2020-10-20,29.891251762715914,20.80854705845139,10,9.082704704264525
2020-10-21,30.85152035623411,25.73295697074014,10,5.118563385493971
2020-10-22,33.66577182257303,26.124271328046067,10,7.541500494526961
2020-10-23,32.1837370313542,26.32155718736096,10,5.862179843993239
2020-10-24,,,10,
2020-10-25,24.18645858058078,17.66362198507878,10,6.522836595502
2020-10-26,,14.730000000000018,10,
2020-10-27,19.473846862814643,13.055341996047467,10,6.418504866767176
2020-10-28,20.561377023367037,15.625744330296598,10,4.935632693070438
2020-10-29,30.632639949109443,22.862929432013807,10,7.7697105170956355
2020-10-30,35.19272582697204,28.91083993115321,10,6.281885895818828
2020-10-31,36.05393447837153,30.221142857142894,10,5.832791621228637
2020-11-01,37.22626272264635,30.284722891566297,11,6.94153983108005
2020-11-02,,,11,
2020-11-03,35.13642175572522,27.770609294320177,11,7.365812461405046
2020-11-04,20.80800000000002,17.539223790063506,11,3.268776209936515
2020-11-05,28.67372135655365,22.282467462039076,11,6.391253894514573
2020-11-06,32.34678117048348,26.059659208261657,11,6.287121962221825
2020-11-07,35.22723918575067,27.036330251987113,11,8.190908933763556
2020-11-08,32.98779209193705,27.12462862109625,11,5.863163470840803
2020-11-09,31.61903256429408,25.255370736642426,11,6.363661827651654
2020-11-10,37.16560775292426,29.74866854933265,11,7.41693920359161
2020-11-11,27.77194667828194,25.120339935824116,11,2.6516067424578225
2020-11-12,25.40921650991445,18.259795905057207,11,7.149420604857244
2020-11-13,,,11,
2020-11-14,27.286846929422577,19.909505169937354,11,7.377341759485223
